algorithm_metric_id,algorithm_name,algorithm_version,metric_name,output,sample_type,start_date,end_date,country,population_name,population_details,sample_size,value,lower_ci95,upper_ci95,value_details,reference
97,Stanford Metabolic panel (Sodium) model,N/A,ROC AUC,Abnormal Sodium lab value,real-world use,1/1/2019,12/31/2021,United States,Male sex,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",7724,0.72,0.70,0.73,See Supplemental Table 13,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
98,Stanford Magnesium model,N/A,ROC AUC,Abnormal Magnesium lab value,real-world use,1/1/2019,12/31/2021,United States,Male sex,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",2808,0.64,0.61,0.67,See Supplemental Table 14,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
99,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Asian,"""retrospective cohorts contained data from 2015 to 2021""",2444,0.85,0.81,0.88,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
100,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Black or African American,"""retrospective cohorts contained data from 2015 to 2021, in publication race identified as Black""",557,0.84,0.75,0.91,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
101,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Native American,"""retrospective cohorts contained data from 2015 to 2021""",44,0.87,0.55,1.00,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
102,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Pacific Islander,"""retrospective cohorts contained data from 2015 to 2021""",168,0.91,0.70,1.00,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
103,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Other race,"""retrospective cohorts contained data from 2015 to 2021""",2870,0.85,0.81,0.89,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
104,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Unknown race,"""retrospective cohorts contained data from 2015 to 2021""",391,0.80,0.66,0.90,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
105,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,White,"""retrospective cohorts contained data from 2015 to 2021""",6888,0.88,0.85,0.90,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
106,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,validation,1/1/2019,12/31/2021,United States,Over 40 years,"""retrospective cohorts contained data from 2015 to 2021""",,0.87,0.85,0.89,"See Supplemental Table 3, sample size not reported","Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
107,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Asian,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",3612,0.85,0.83,0.86,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
108,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Black or African American,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",1060,0.79,0.76,0.81,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
109,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Native American,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",80,0.81,0.70,0.90,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
110,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Other race,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",4545,0.82,0.81,0.83,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
111,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Pacific Islander,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",294,0.85,0.81,0.89,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
112,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Unknown race,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",382,0.75,0.68,0.81,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
113,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,White,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",9009,0.84,0.83,0.85,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
114,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Over 40 years,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",382,0.84,0.83,0.85,"See Supplemental Table 3, sample size not reported","Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
115,Stanford CBC (Hematrocrit) model,N/A,ROC AUC,Abnormal Hematrocrit lab value,real-world use,1/1/2019,12/31/2021,United States,Unknown sex,"""Prospective cohorts were collected in real-time through Epic Chronicles as diagnostic orders triggered model inferences between January 11 and February 15, 2023""",,1.00,1.00,1.00,See Supplemental Table 3,"Corbin CK, Maclay R, Acharya A, et al. DEPLOYR: A technical framework for deploying custom real-time machine learning models into the electronic medical record. Published online March 10, 2023. Accessed July 21, 2023. http://arxiv.org/abs/2303.06269
"
116,IDx-DR,v2.3,sensitivity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,195,0.8769,0.8224,0.9195,See Table 3,US FDA. IDx-DRv2.3 510k Application.
117,IDx-DR,v2.3,specificity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,614,0.9007,0.8742,0.9232,See Table 3,US FDA. IDx-DRv2.3 510k Application.
118,IDx-DR,v2.3,positive predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,232,0.7371,0.6755,0.7925,See Table 4,US FDA. IDx-DRv2.3 510k Application.
119,IDx-DR,v2.3,negative predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,577,0.9584,0.9387,0.9732,See Table 4,US FDA. IDx-DRv2.3 510k Application.
120,IDx-DR,v2.0,sensitivity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,"Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.
",198,0.8737,0.8193,0.9166,See Table 3,US FDA. IDx-DRv2.3 510k Application.
121,IDx-DR,v2.0,specificity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,621,0.8953,0.8685,0.9183,See Table 3,US FDA. IDx-DRv2.3 510k Application.
122,IDx-DR,v2.0,positive predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,238,0.7269,0.6656,0.7825,See Table 4,US FDA. IDx-DRv2.3 510k Application.
123,IDx-DR,v2.0,negative predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,581,0.9570,0.9371,0.9720,See Table 4,US FDA. IDx-DRv2.3 510k Application.
124,IDx-DR,v1.0,sensitivity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,198,0.874,0.819,0.929,,US FDA. DE NOVO CLASSIFICATION REQUEST FOR IDX-DR.
125,IDx-DR,v1.0,specificity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,556,0.895,0.869,0.931,,US FDA. DE NOVO CLASSIFICATION REQUEST FOR IDX-DR.
126,IDx-DR,v1.0,positive predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,238,0.727,NR,NR,,US FDA. DE NOVO CLASSIFICATION REQUEST FOR IDX-DR.
127,IDx-DR,v1.0,negative predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,,,United States,Adult,Results calculated only among those for whom product was able to make a prediction. Date ranges not reported.,581,0.957,NR,NR,,US FDA. DE NOVO CLASSIFICATION REQUEST FOR IDX-DR.
128,EyeArt,v1.0,sensitivity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Primary care patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",11,1,0.741,1,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
129,EyeArt,v1.0,specificity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Primary care patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",75,0.92,0.851,0.975,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
130,EyeArt,v1.0,positive predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Primary care patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",17,0.647,0.40,0.857,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
131,EyeArt,v1.0,negative predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Primary care patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",69,1,0.947,1,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
132,EyeArt,v1.0,sensitivity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Ophthalmology patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",39,0.949,0.864,1,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
133,EyeArt,v1.0,specificity,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Ophthalmology patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",324,0.867,0.821,0.907,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
134,EyeArt,v1.0,positive predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Ophthalmology patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",80,0.462,0.322,0.590,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
15,EyeArt,v1.0,negative predictive value,Diagnosis of more than mild diabetic retinopathy (mtmDR),validation,4/17/2017,5/31/2018,United States,Ophthalmology patients,"""The target population of the EyeArt pivotal clinical trial analysis was asymptomatic persons aged 22 years and older who were diagnosed with diabetes and not diagnosed with more than mild diabetic retinopathy."" Dates identified from clinicaltrails.gov record with ID: NCT03112005",283,0.993,0.982,1,"Results calculated per eye, based on results for EyeArt mtmDR output for wequentially enrolled cohort (See Table 2)",US FDA. EyeArt 510k Application.
136,Bone Densitometer,N/A,Pearson correlation,Bone mineral density,validation,,,United States,Specific population not specified,"""cohort of asymptomatic cases who underwent CT scans."" Date ranges not reported.",172,0.72,NR,NR,"Significant correlations between BMD measurements by DXA and ABMD Software were found (r = 0.72 , p<0.01) ","U.S. Food & Drug Administration. Premarket Notification, 510(k). ABMD Software. 2022."
137,BriefCase for iPE Triage,N/A,sensitivity,Incidental Pulmonary Embolism (iPE) pathology,validation,,,United States,Adult,"""Aidoc conducted a retrospective, blinded, multicenter study with the BriefCase software with the primary endpoint to evaluate the software’s performance in identifying Contrast-enhanced chest CTs (but not dedicated CTPA protocol), containing Incidental Pulmonary Embolism in 268 cases from 2 clinical study sites in the US. There were 74 positive cases and 194 negative cases (images with iPE versus without iPE) included in the analysis."" // adult population specified elsewhere",268,0.905,0.814,0.962,"""Sensitivity and specificity exceeded the 80% performance goal. Specifically, sensitivity was 90.5% (95% CI: 81.4%, 96.2%) and specificity was 88.7% (95% CI: 83.3%, 92.8%)."" Date ranges not reported.","U.S. Food & Drug Administration. Premarket Notification, 510(k). BriefCase for iPE Triage. 2020. "
138,BriefCase for iPE Triage,N/A,specificity,Incidental Pulmonary Embolism (iPE) pathology,validation,,,United States,Adult,"""Aidoc conducted a retrospective, blinded, multicenter study with the BriefCase software with the primary endpoint to evaluate the software’s performance in identifying Contrast-enhanced chest CTs (but not dedicated CTPA protocol), containing Incidental Pulmonary Embolism in 268 cases from 2 clinical study sites in the US. There were 74 positive cases and 194 negative cases (images with iPE versus without iPE) included in the analysis."" // adult population specified elsewhere",268,0.887,0.833,0.928,"""Sensitivity and specificity exceeded the 80% performance goal. Specifically, sensitivity was 90.5% (95% CI: 81.4%, 96.2%) and specificity was 88.7% (95% CI: 83.3%, 92.8%)."" Date ranges not reported.","U.S. Food & Drug Administration. Premarket Notification, 510(k). BriefCase for iPE Triage. 2020. "
139,BriefCase for iPE Triage,N/A,sensitivity,Incidental Pulmonary Embolism (iPE) pathology,validation,,,Sweden,"Adult,Patients with cancer diagnosis","""Retrospective cohort study on patients with cancer with an elective CT study including the chest between 2018-07-01 and 2019-06-30. All study reports and images were reviewed to identify reported and unreported iPE and were processed by the AI algorithm.""",1069,0.907,NR,NR,"""The AI algorithm correctly identified 68 of 75 iPE with three false positives (sensitivity 90.7%, specificity 99.8%, PPV 95.6%, NPV 99.6%).""","Wiklund P, Medson K, Elf J. Incidental pulmonary embolism in patients with cancer: prevalence, underdiagnosis and evaluation of an AI algorithm for automatic detection of pulmonary embolism. Eur Radiol. 2023 Feb 1;33(2):1185–93. "
140,BriefCase for iPE Triage,N/A,specificity,Incidental Pulmonary Embolism (iPE) pathology,validation,7/1/2018,6/30/2019,Sweden,"Adult,Patients with cancer diagnosis","""Retrospective cohort study on patients with cancer with an elective CT study including the chest between 2018-07-01 and 2019-06-30. All study reports and images were reviewed to identify reported and unreported iPE and were processed by the AI algorithm.""",1069,0.998,NR,NR,"""The AI algorithm correctly identified 68 of 75 iPE with three false positives (sensitivity 90.7%, specificity 99.8%, PPV 95.6%, NPV 99.6%).""","Wiklund P, Medson K, Elf J. Incidental pulmonary embolism in patients with cancer: prevalence, underdiagnosis and evaluation of an AI algorithm for automatic detection of pulmonary embolism. Eur Radiol. 2023 Feb 1;33(2):1185–93. "
141,BriefCase for iPE Triage,N/A,positive predictive value,Incidental Pulmonary Embolism (iPE) pathology,validation,7/1/2018,6/30/2019,Sweden,"Adult,Patients with cancer diagnosis","""Retrospective cohort study on patients with cancer with an elective CT study including the chest between 2018-07-01 and 2019-06-30. All study reports and images were reviewed to identify reported and unreported iPE and were processed by the AI algorithm.""",1069,0.956,NR,NR,"""The AI algorithm correctly identified 68 of 75 iPE with three false positives (sensitivity 90.7%, specificity 99.8%, PPV 95.6%, NPV 99.6%).""","Wiklund P, Medson K, Elf J. Incidental pulmonary embolism in patients with cancer: prevalence, underdiagnosis and evaluation of an AI algorithm for automatic detection of pulmonary embolism. Eur Radiol. 2023 Feb 1;33(2):1185–93. "
142,BriefCase for iPE Triage,N/A,negative predictive value,Incidental Pulmonary Embolism (iPE) pathology,validation,7/1/2018,6/30/2019,Sweden,"Adult,Patients with cancer diagnosis","""Retrospective cohort study on patients with cancer with an elective CT study including the chest between 2018-07-01 and 2019-06-30. All study reports and images were reviewed to identify reported and unreported iPE and were processed by the AI algorithm.""",1069,0.996,NR,NR,"""The AI algorithm correctly identified 68 of 75 iPE with three false positives (sensitivity 90.7%, specificity 99.8%, PPV 95.6%, NPV 99.6%).""","Wiklund P, Medson K, Elf J. Incidental pulmonary embolism in patients with cancer: prevalence, underdiagnosis and evaluation of an AI algorithm for automatic detection of pulmonary embolism. Eur Radiol. 2023 Feb 1;33(2):1185–93. "
143,AWOL Tool,N/A,ROC AUC,Inpatient delerium,development,5/1/2010,11/1/2010,United States,"Older adults (50+ years),Hospital inpatients (non-ICU)","""All non-intensive care unit patients aged 50 years or older admitted through the emergency department to the medicine, cardiology, or neurology services were screened for eligibility through chart review or in person within 24 hours of admission by a trained research assistant.""",209,0.81,0.72,0.90,"""Area under the receiver operating characteristic curve for the derivation and validation cohorts was 0.81 (0.73–0.90) and 0.69 (0.54–0.83) respectively.""","Douglas VC, Hessler CS, Dhaliwal G, Betjemann JP, Fukuda KA, Alameddine LR, et al. The AWOL tool: Derivation and validation of a delirium prediction rule. Journal of Hospital Medicine. 2013 Sep;8(9):493–9. 
"
144,AWOL Tool,N/A,ROC AUC,Inpatient delerium,validation,10/1/2011,3/31/2012,United States,"Older adults (50+ years),Hospital inpatients (non-ICU)","""All non-intensive care unit patients aged 50 years or older admitted through the emergency department to the medicine, cardiology, or neurology services were screened for eligibility through chart review or in person within 24 hours of admission by a trained research assistant.""",165,0.69,0.54,0.83,"""Area under the receiver operating characteristic curve for the derivation and validation cohorts was 0.81 (0.73–0.90) and 0.69 (0.54–0.83) respectively.""","Douglas VC, Hessler CS, Dhaliwal G, Betjemann JP, Fukuda KA, Alameddine LR, et al. The AWOL tool: Derivation and validation of a delirium prediction rule. Journal of Hospital Medicine. 2013 Sep;8(9):493–9. 
"
145,AWOL Tool,N/A,ROC AUC,Inpatient delerium,real-world use,4/1/2014,3/31/2015,United States,"Older adults (50+ years),Hospital inpatients (neurology or neurosciences),Hospital inpatients (delirious upon admission)","""Patients were eligible for inclusion if they were age 50 or older and admitted to the neurosciences unit at the University of California San Francisco Medical Center between April 1st, 2014 and March 31st, 2015. The time frame was selected because it represented a year of admissions beginning 6 months after implementation of the delirium care pathway, to allow for nurse education and training. The neurosciences unit was selected because the unit’s nursing leadership identified delirious patients as a population that needed a more comprehensive and standardized care pathway. The majority of patients admitted to this unit are neurology and neurosurgical patients, although approximately 25% are on general medicine or other services as well (Table 1). From this population of 2909 patients, we randomly selected 800 hospital admissions for chart review using the “rand” function in Microsoft Excel 2010 version 2.0. Of these, all patients with an AWOL score recorded were included.""",347,0.83,0.77,0.89,"""We calculated ROC curves for all patients that received an AWOL score, as well as for only patients that did not have prevalent delirium. For all patients, the area under the curve (AUC) was 0.83 (95% CI 0.77e0.89; Fig. 1A)."" This statistic is calculated INCLUDING patients who were delerious at the time that they were admitted into the ward.","Brown EG, Josephson SA, Anderson N, Reid M, Lee M, Douglas VC. Predicting inpatient delirium: The AWOL delirium risk-stratification score in clinical practice. Geriatric Nursing. 2017 Nov;38(6):567–72. "
146,AWOL Tool,N/A,sensitivity,Inpatient delerium,real-world use,4/1/2014,3/31/2015,United States,"Older adults (50+ years),Hospital inpatients (neurology or neurosciences),Hospital inpatients (delirious upon admission)","""Patients were eligible for inclusion if they were age 50 or older and admitted to the neurosciences unit at the University of California San Francisco Medical Center between April 1st, 2014 and March 31st, 2015. The time frame was selected because it represented a year of admissions beginning 6 months after implementation of the delirium care pathway, to allow for nurse education and training. The neurosciences unit was selected because the unit’s nursing leadership identified delirious patients as a population that needed a more comprehensive and standardized care pathway. The majority of patients admitted to this unit are neurology and neurosurgical patients, although approximately 25% are on general medicine or other services as well (Table 1). From this population of 2909 patients, we randomly selected 800 hospital admissions for chart review using the “rand” function in Microsoft Excel 2010 version 2.0. Of these, all patients with an AWOL score recorded were included.""",347,0.667,NR,NR,"""The sensitivity and specificity for diagnosing delirium at our cutoff score of 2 or greater were 66.7% and 89.2%, respectively (Table 5)."" This statistic is calculated INCLUDING patients who were delerious at the time that they were admitted into the ward.","Brown EG, Josephson SA, Anderson N, Reid M, Lee M, Douglas VC. Predicting inpatient delirium: The AWOL delirium risk-stratification score in clinical practice. Geriatric Nursing. 2017 Nov;38(6):567–72. "
147,AWOL Tool,N/A,specificity,Inpatient delerium,real-world use,4/1/2014,3/31/2015,United States,"Older adults (50+ years),Hospital inpatients (neurology or neurosciences),Hospital inpatients (delirious upon admission)","""Patients were eligible for inclusion if they were age 50 or older and admitted to the neurosciences unit at the University of California San Francisco Medical Center between April 1st, 2014 and March 31st, 2015. The time frame was selected because it represented a year of admissions beginning 6 months after implementation of the delirium care pathway, to allow for nurse education and training. The neurosciences unit was selected because the unit’s nursing leadership identified delirious patients as a population that needed a more comprehensive and standardized care pathway. The majority of patients admitted to this unit are neurology and neurosurgical patients, although approximately 25% are on general medicine or other services as well (Table 1). From this population of 2909 patients, we randomly selected 800 hospital admissions for chart review using the “rand” function in Microsoft Excel 2010 version 2.0. Of these, all patients with an AWOL score recorded were included.""",347,0.892,NR,NR,"""The sensitivity and specificity for diagnosing delirium at our cutoff score of 2 or greater were 66.7% and 89.2%, respectively (Table 5)."" This statistic is calculated INCLUDING patients who were delerious at the time that they were admitted into the ward.","Brown EG, Josephson SA, Anderson N, Reid M, Lee M, Douglas VC. Predicting inpatient delirium: The AWOL delirium risk-stratification score in clinical practice. Geriatric Nursing. 2017 Nov;38(6):567–72. "
148,AWOL Tool,N/A,positive predictive value,Inpatient delerium,real-world use,4/1/2014,3/31/2015,United States,"Older adults (50+ years),Hospital inpatients (neurology or neurosciences),Hospital inpatients (delirious upon admission)","""Patients were eligible for inclusion if they were age 50 or older and admitted to the neurosciences unit at the University of California San Francisco Medical Center between April 1st, 2014 and March 31st, 2015. The time frame was selected because it represented a year of admissions beginning 6 months after implementation of the delirium care pathway, to allow for nurse education and training. The neurosciences unit was selected because the unit’s nursing leadership identified delirious patients as a population that needed a more comprehensive and standardized care pathway. The majority of patients admitted to this unit are neurology and neurosurgical patients, although approximately 25% are on general medicine or other services as well (Table 1). From this population of 2909 patients, we randomly selected 800 hospital admissions for chart review using the “rand” function in Microsoft Excel 2010 version 2.0. Of these, all patients with an AWOL score recorded were included.""",347,0.605,NR,NR,"""The sensitivity and specificity for diagnosing delirium at our cutoff score of 2 or greater were 66.7% and 89.2%, respectively (Table 5). The positive predictive value was 60.5% and the negative predictive value was 91.5%."" This statistic is calculated INCLUDING patients who were delerious at the time that they were admitted into the ward.","Brown EG, Josephson SA, Anderson N, Reid M, Lee M, Douglas VC. Predicting inpatient delirium: The AWOL delirium risk-stratification score in clinical practice. Geriatric Nursing. 2017 Nov;38(6):567–72. "
